chamber pressure,4826310.0
optimal of,4.0
optimal mw,25.5859
optimal temperature,3139.63
optimal gamma,1.14981
optimal mach number,2.68322
Exhaust velocity (m/s),2528.723802843859
total mass flow,2.110892688742353
fuel mass flow,0.42217853774847064
ox mass flow,1.6887141509938826
Throat Area,0.07069536096102988
Exit Area,0.5611760847715092
Area Ratio,7.937947796614999
